Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,ExtraIncome,LoanAmount,Loan_Amount_Term,lastloanpaid,Property_Area,Loan_Status
1,0,0,0,0,438675,0.0,10980.912162162162,360.0,1.0,2,Y
1,1,1,0,0,343725,113100.0,9600.0,360.0,1.0,0,N
1,1,0,0,2,225000,0.0,4950.0,360.0,1.0,2,Y
1,1,0,1,0,193725,176850.0,9000.0,360.0,1.0,2,Y
1,0,0,0,0,450000,0.0,10575.0,360.0,1.0,2,Y
1,1,2,0,2,406275,314700.0,20025.0,360.0,1.0,2,Y
1,1,0,1,0,174975,113700.0,7125.0,360.0,1.0,2,Y
1,1,3,0,0,227700,187800.0,11850.0,360.0,0.0,1,N
1,1,2,0,0,300450,114450.0,12600.0,360.0,1.0,2,Y
1,1,1,0,0,963075,822600.0,26175.0,360.0,1.0,1,N
1,1,2,0,0,240000,52500.0,5250.0,360.0,1.0,2,Y
1,1,2,0,1,187500,138000.0,8175.0,360.0,1.0,2,Y
1,1,2,0,0,230475,607950.0,15000.0,360.0,1.0,2,Y
1,0,0,0,0,138975,213000.0,8550.0,360.0,1.0,0,N
1,1,2,0,0,97425,81450.0,1275.0,120.0,1.0,2,Y
1,0,0,0,0,371250,0.0,9375.0,360.0,1.0,2,Y
1,0,1,1,0,269700,0.0,7500.0,240.0,1.0,2,Y
0,0,0,0,0,263250,0.0,5700.0,360.0,0.0,2,N
1,1,0,1,0,366525,0.0,9975.0,360.0,1.0,0,N
1,1,0,0,1,195000,262500.0,8625.0,360.0,1.0,2,Y
1,1,0,1,0,574500,0.0,7800.0,360.0,0.0,2,N
1,1,1,0,0,446625,421875.0,23625.0,360.0,1.0,2,Y
1,1,0,1,0,195000,143325.0,8700.0,360.0,0.0,1,N
2,1,2,1,0,252375,143775.0,8400.0,360.0,0.0,0,N
1,1,1,0,1,278775,219375.0,11325.0,360.0,1.0,1,N
1,1,0,0,2,717000,0.0,14325.0,360.0,1.0,1,Y
1,1,0,0,0,209925,168975.0,9150.0,360.0,1.0,1,Y
1,1,2,1,0,316950,78000.0,8250.0,360.0,1.0,2,Y
1,0,0,1,0,108150,0.0,2625.0,360.0,1.0,2,N
0,0,2,0,1,281250,156225.0,9000.0,360.0,1.0,1,Y
1,1,1,0,1,312450,252675.0,15075.0,360.0,1.0,2,N
1,0,0,0,0,237525,0.0,5550.0,360.0,1.0,2,N
1,0,1,0,2,351900,0.0,7950.0,360.0,1.0,0,N
1,1,0,0,0,262500,125025.0,8550.0,360.0,1.0,1,Y
1,0,3,0,0,937500,225000.0,24000.0,360.0,1.0,0,N
1,1,0,0,0,170625,155025.0,10980.912162162162,360.0,1.0,2,Y
1,1,0,0,0,137100,99750.0,7500.0,360.0,0.0,2,N
0,1,0,0,0,275025,109425.0,10800.0,360.0,1.0,1,Y
1,0,0,0,0,312450,540750.0,13800.0,360.0,1.0,2,Y
1,0,0,1,0,281100,125100.0,8250.0,360.0,1.0,1,Y
1,0,0,0,0,270000,0.0,6000.0,360.0,1.0,2,N
1,0,0,0,0,135000,90975.0,3525.0,360.0,1.0,2,Y
1,1,0,0,0,180000,0.0,5625.0,360.0,1.0,2,Y
1,1,0,0,0,295575,175200.0,10050.0,360.0,1.0,1,Y
1,1,0,1,2,352125,0.0,7200.0,360.0,1.0,2,Y
0,0,0,0,0,255750,0.0,6600.0,360.0,1.0,2,Y
1,1,1,0,0,423675,0.0,3300.0,360.0,1.0,2,Y
1,1,0,0,0,436575,0.0,10800.0,360.0,1.0,2,Y
0,1,0,0,0,198375,258000.0,9000.0,360.0,0.0,2,N
0,0,0,0,0,300000,170625.0,10800.0,360.0,1.0,1,Y
0,1,0,1,0,144600,123300.0,7500.0,360.0,1.0,1,Y
0,0,0,0,0,231450,0.0,9000.0,360.0,1.0,1,Y
0,0,0,0,0,317250,0.0,8400.0,360.0,1.0,1,N
1,1,2,0,0,346200,0.0,10050.0,360.0,1.0,2,N
0,1,1,0,2,862500,0.0,21450.0,360.0,0.0,2,N
1,1,2,0,0,203100,87525.0,7275.0,360.0,1.0,1,Y
1,1,0,0,0,159900,119325.0,7200.0,360.0,1.0,1,Y
1,1,0,0,0,252450,165000.0,10125.0,360.0,1.0,0,N
1,1,1,0,0,606000,168750.0,13500.0,360.0,1.0,2,Y
1,1,2,1,0,251775,214425.0,10800.0,360.0,1.0,2,Y
1,1,0,0,0,187500,284700.0,9000.0,360.0,1.0,2,Y
1,1,3,0,0,227175,0.0,7425.0,360.0,1.0,2,Y
1,1,0,1,2,195675,258675.0,12375.0,180.0,0.0,0,N
1,1,1,0,0,370875,0.0,10980.912162162162,360.0,0.0,0,N
0,0,0,0,0,312450,0.0,8700.0,360.0,0.0,1,N
1,1,0,0,0,429450,344625.0,19350.0,360.0,1.0,1,N
1,0,0,1,0,240000,169050.0,9450.0,180.0,0.0,2,N
1,1,1,0,0,806250,0.0,23400.0,360.0,1.0,2,Y
1,1,3,1,2,532500,0.0,9375.0,60.0,1.0,2,Y
0,0,0,0,0,322500,0.0,10200.0,360.0,0.0,1,N
1,1,0,0,0,240600,229950.0,12900.0,360.0,1.0,2,Y
1,1,2,1,2,140625,140625.0,7275.0,360.0,1.0,1,Y
1,0,0,0,0,262500,0.0,6075.0,300.0,1.0,1,Y
1,1,3,1,0,356625,0.0,7125.0,360.0,0.0,1,N
1,1,3,0,2,394950,133050.0,14025.0,360.0,1.0,1,Y
1,0,0,0,0,281250,0.0,8475.0,480.0,1.0,2,N
1,0,0,0,0,281250,356250.0,13200.0,360.0,1.0,2,N
1,1,1,0,2,75000,226650.0,8250.0,360.0,1.0,2,N
1,1,3,0,0,237525,300000.0,13500.0,300.0,0.0,1,N
1,1,3,1,2,249975,162450.0,9750.0,360.0,1.0,1,Y
0,0,0,0,0,288450,0.0,8325.0,360.0,1.0,1,Y
1,1,1,0,2,179625,0.0,10980.912162162162,360.0,1.0,1,Y
0,1,2,0,0,103350,141075.0,12525.0,360.0,1.0,2,N
1,1,0,0,0,450000,168750.0,19875.0,360.0,1.0,1,N
1,1,1,0,0,299100,0.0,3750.0,240.0,1.0,2,Y
1,0,0,0,0,177450,189825.0,10200.0,360.0,1.0,1,Y
1,1,2,1,0,249975,150000.0,7425.0,360.0,1.0,1,Y
1,1,0,0,0,187500,158850.0,7800.0,360.0,1.0,1,Y
1,0,0,0,0,642450,0.0,15750.0,360.0,1.0,2,Y
1,1,0,0,0,427125,312525.0,13125.0,360.0,1.0,1,Y
1,1,0,0,0,221850,217500.0,9825.0,360.0,1.0,1,Y
1,1,2,0,0,468750,424050.0,14100.0,180.0,1.0,1,Y
1,1,2,1,0,245475,136500.0,6075.0,360.0,1.0,2,Y
1,0,0,0,0,309975,0.0,9150.0,360.0,1.0,1,Y
1,0,0,1,0,271500,0.0,1875.0,120.0,1.0,1,Y
1,0,0,0,1,508650,0.0,10980.912162162162,360.0,1.0,2,N
0,1,0,0,0,186300,172650.0,10275.0,360.0,1.0,1,Y
1,1,0,0,0,148275,74775.0,3750.0,360.0,1.0,1,Y
1,1,0,1,0,314100,0.0,8625.0,180.0,1.0,1,Y
1,1,0,0,0,131925,265575.0,9825.0,360.0,1.0,1,Y
1,1,2,1,0,321600,244725.0,9975.0,180.0,1.0,2,Y
1,0,0,0,0,363225,285450.0,11325.0,360.0,1.0,1,Y
1,1,2,0,0,1023750,0.0,10980.912162162162,360.0,1.0,2,Y
1,1,0,0,0,348900,268725.0,10980.912162162162,360.0,1.0,1,Y
1,1,2,0,0,286200,56550.0,12000.0,360.0,1.0,2,Y
1,1,1,0,0,228900,77250.0,7500.0,360.0,1.0,2,Y
1,1,2,0,0,856275,84450.0,16875.0,360.0,1.0,2,Y
1,0,0,1,1,549975,0.0,9000.0,360.0,1.0,0,N
1,1,2,0,0,285000,270000.0,16200.0,360.0,0.0,2,N
1,1,3,1,0,155325,56550.0,7050.0,480.0,1.0,1,Y
1,0,0,0,0,398700,0.0,10200.0,360.0,1.0,2,Y
0,1,0,0,1,219675,174975.0,10425.0,360.0,1.0,1,Y
1,1,0,1,0,267900,308550.0,11400.0,360.0,0.0,0,N
0,0,1,0,2,558825,0.0,10980.912162162162,360.0,1.0,1,Y
1,0,0,0,1,378750,0.0,8850.0,360.0,1.0,1,Y
1,1,1,0,0,1093725,0.0,13875.0,180.0,1.0,0,Y
0,1,0,0,0,237525,171225.0,11550.0,360.0,1.0,1,Y
1,1,1,0,0,166050,104850.0,6375.0,360.0,1.0,2,Y
1,1,0,0,0,417600,160650.0,13125.0,360.0,1.0,0,N
0,0,0,0,0,780600,0.0,19425.0,360.0,1.0,2,Y
1,1,2,0,0,425025,200025.0,13500.0,360.0,1.0,0,Y
0,0,0,0,0,312450,0.0,3300.0,360.0,1.0,1,Y
0,0,0,0,0,160275,673500.0,10275.0,360.0,0.0,1,Y
1,1,2,0,0,221775,0.0,6075.0,360.0,1.0,1,Y
1,1,0,1,0,322500,151050.0,14550.0,360.0,1.0,0,Y
0,0,0,0,0,276900,0.0,6975.0,360.0,1.0,0,Y
2,1,3,0,0,1785225,0.0,27750.0,360.0,1.0,0,Y
1,0,0,0,0,289875,123000.0,10980.912162162162,360.0,1.0,0,Y
1,1,1,0,2,788475,288750.0,12000.0,180.0,0.0,2,N
1,1,0,0,0,456000,192675.0,13650.0,360.0,1.0,0,N
1,0,0,0,2,1512450,0.0,48750.0,480.0,1.0,2,Y
1,0,0,0,0,151050,144675.0,5550.0,360.0,1.0,2,Y
1,0,0,0,0,203850,0.0,5250.0,360.0,1.0,1,Y
1,1,0,0,2,259425,0.0,1875.0,120.0,1.0,1,Y
1,0,0,0,0,367125,0.0,7650.0,360.0,1.0,1,Y
1,1,3,0,0,300000,581250.0,21750.0,360.0,1.0,1,N
0,1,0,0,0,343725,0.0,6300.0,360.0,1.0,0,N
1,1,2,0,2,248700,262500.0,6600.0,360.0,1.0,2,Y
1,0,0,0,0,1124925,0.0,18150.0,360.0,0.0,1,N
1,1,2,1,0,315000,107250.0,9675.0,360.0,1.0,0,N
1,1,2,0,0,378150,156225.0,13875.0,360.0,1.0,0,N
1,0,0,0,0,406275,0.0,12600.0,360.0,1.0,2,Y
1,0,0,0,2,521250,0.0,13125.0,180.0,1.0,1,Y
1,1,0,0,0,202350,152550.0,9150.0,360.0,1.0,1,Y
1,1,2,0,0,881775,0.0,14025.0,180.0,1.0,2,Y
0,1,0,0,0,174750,336450.0,7500.0,360.0,1.0,1,Y
0,1,2,0,0,1114950,0.0,5250.0,360.0,1.0,2,Y
1,1,1,0,0,115350,106875.0,2250.0,360.0,1.0,2,Y
0,0,0,0,0,750000,124950.0,16875.0,360.0,1.0,0,N
1,1,0,0,0,364500,62250.0,9375.0,360.0,1.0,1,Y
1,0,0,0,0,470775,0.0,8850.0,360.0,0.0,0,N
1,1,0,0,2,193275,281250.0,11400.0,360.0,1.0,0,Y
1,0,0,0,0,687450,0.0,18300.0,360.0,1.0,2,N
1,1,2,1,0,171075,0.0,8475.0,360.0,1.0,0,N
1,0,0,0,0,244050,0.0,3750.0,360.0,1.0,2,Y
1,1,3,0,0,2999925,0.0,45000.0,180.0,0.0,1,Y
1,1,1,0,0,450000,0.0,12000.0,360.0,1.0,0,Y
1,1,1,0,0,715350,0.0,14025.0,360.0,1.0,2,Y
1,0,0,0,1,223500,156225.0,9000.0,360.0,1.0,0,Y
1,1,0,0,0,343725,421875.0,19125.0,360.0,1.0,1,Y
1,1,0,1,0,139725,78075.0,7350.0,360.0,1.0,1,Y
1,1,0,0,0,594975,0.0,20625.0,360.0,1.0,2,N
1,1,1,0,0,231675,96000.0,9075.0,360.0,0.0,1,N
1,1,2,0,0,312525,108525.0,11850.0,360.0,1.0,0,Y
1,1,0,0,0,699225,0.0,5625.0,180.0,1.0,2,Y
1,1,0,0,0,278025,237450.0,13650.0,360.0,1.0,0,Y
0,1,0,0,0,343725,0.0,8400.0,360.0,1.0,0,N
1,1,0,0,0,182925,249975.0,9675.0,360.0,1.0,0,Y
1,0,0,0,0,167775,0.0,4725.0,480.0,0.0,1,N
1,1,2,0,0,600000,0.0,15000.0,360.0,1.0,1,Y
1,1,0,1,1,136500,132675.0,7125.0,360.0,1.0,0,Y
2,1,3,0,0,3882225,0.0,52500.0,300.0,1.0,2,Y
1,1,3,1,0,264150,0.0,6075.0,180.0,1.0,0,N
1,1,0,0,0,428100,421875.0,14025.0,360.0,1.0,1,Y
1,1,0,1,2,325800,55200.0,6525.0,360.0,1.0,1,N
1,1,0,0,0,262275,147300.0,8700.0,360.0,1.0,0,Y
1,1,2,0,0,153375,121425.0,7575.0,360.0,1.0,0,Y
1,1,3,0,0,413700,847500.0,37125.0,360.0,0.0,1,N
1,1,1,0,0,281250,0.0,8700.0,360.0,1.0,1,Y
1,0,0,1,0,174975,108825.0,7650.0,480.0,0.0,2,N
1,1,1,0,0,480000,543750.0,13500.0,360.0,0.0,2,N
1,0,0,0,0,143700,379725.0,5025.0,360.0,1.0,0,N
1,1,0,0,0,345000,0.0,5475.0,180.0,1.0,1,Y
1,1,1,0,0,2538450,0.0,19500.0,360.0,1.0,1,N
0,1,0,0,0,271875,0.0,8100.0,360.0,1.0,1,Y
1,1,0,0,2,2936025,356250.0,9000.0,360.0,1.0,1,Y
1,1,1,0,2,163350,0.0,4950.0,300.0,0.0,0,N
1,1,0,0,0,178725,160350.0,4350.0,360.0,1.0,0,Y
2,1,0,0,2,50550,397200.0,12600.0,360.0,1.0,0,Y
1,1,0,0,0,699600,0.0,14100.0,180.0,1.0,0,Y
1,0,0,1,0,366375,0.0,3600.0,360.0,1.0,0,Y
1,0,0,0,0,900000,0.0,12300.0,360.0,1.0,1,N
1,1,0,1,0,452475,0.0,12000.0,360.0,1.0,2,N
1,0,0,0,0,289350,0.0,5700.0,360.0,1.0,1,Y
1,0,0,0,0,314325,0.0,9000.0,360.0,1.0,0,Y
1,1,1,0,0,234375,193725.0,12750.0,360.0,1.0,1,N
1,0,0,0,0,624975,281250.0,14025.0,360.0,1.0,0,Y
0,0,0,1,0,143025,177375.0,9000.0,360.0,1.0,2,Y
0,1,0,0,0,256200,211200.0,8475.0,360.0,1.0,1,Y
1,0,0,0,2,825000,0.0,6225.0,360.0,1.0,2,N
1,1,1,1,0,195000,187500.0,6750.0,360.0,1.0,1,Y
1,0,2,0,0,369225,0.0,12450.0,360.0,0.0,1,Y
1,1,3,1,0,299400,0.0,10980.912162162162,180.0,1.0,2,N
1,1,1,1,0,262500,81225.0,10125.0,360.0,1.0,2,Y
1,1,2,1,0,293775,0.0,9300.0,360.0,1.0,1,Y
0,0,0,1,0,330600,0.0,9000.0,360.0,1.0,1,Y
0,0,0,0,0,243300,0.0,6000.0,360.0,1.0,2,Y
1,0,0,1,0,298125,189825.0,4125.0,360.0,1.0,0,Y
1,0,0,0,0,185925,0.0,4425.0,360.0,1.0,2,Y
1,0,0,0,0,256350,0.0,9525.0,360.0,1.0,1,N
0,0,0,0,0,750000,0.0,16050.0,360.0,1.0,1,N
1,1,3,0,0,257250,93750.0,9600.0,360.0,0.0,1,N
1,1,1,0,2,584025,0.0,18000.0,360.0,1.0,2,Y
1,1,3,1,2,427725,0.0,9750.0,360.0,1.0,0,Y
1,1,0,0,0,237975,226575.0,10275.0,360.0,1.0,2,Y
1,1,3,1,0,288750,73725.0,7500.0,360.0,1.0,1,Y
1,1,0,0,0,11250,135000.0,10125.0,360.0,1.0,0,N
1,1,0,0,0,279525,133125.0,9825.0,360.0,1.0,1,Y
1,1,2,0,1,375000,0.0,5400.0,360.0,0.0,1,N
0,1,2,0,0,321225,178725.0,9525.0,360.0,1.0,1,Y
1,1,0,0,0,166575,0.0,4500.0,360.0,0.0,2,N
1,1,2,0,0,300675,128775.0,8700.0,360.0,1.0,1,Y
1,0,0,0,0,222825,209325.0,10800.0,360.0,1.0,1,Y
1,1,0,0,0,568350,75750.0,13125.0,360.0,1.0,1,Y
1,1,0,0,0,468750,0.0,9600.0,360.0,1.0,1,Y
1,1,0,0,0,243750,0.0,12750.0,360.0,1.0,0,N
1,1,2,1,2,355125,0.0,10350.0,360.0,1.0,2,N
1,1,2,0,0,468750,127125.0,15750.0,360.0,1.0,1,Y
1,1,2,0,0,356850,0.0,11850.0,480.0,1.0,1,Y
1,0,0,0,2,480000,0.0,15000.0,360.0,1.0,0,Y
1,1,1,0,0,186825,154050.0,7800.0,360.0,1.0,1,Y
1,1,0,0,1,278700,0.0,3150.0,180.0,1.0,0,Y
1,0,0,1,0,239175,194850.0,9000.0,360.0,1.0,0,Y
0,0,0,0,0,624975,0.0,21000.0,360.0,1.0,1,Y
1,1,1,0,0,236625,133425.0,10500.0,360.0,1.0,1,Y
1,1,1,0,0,412500,94500.0,12750.0,360.0,1.0,0,Y
1,1,0,0,1,430950,0.0,19125.0,360.0,1.0,2,N
0,0,0,0,2,259725,0.0,9150.0,360.0,1.0,2,Y
0,0,1,0,0,285900,0.0,8400.0,360.0,1.0,0,Y
1,1,1,0,0,248625,0.0,7200.0,360.0,1.0,1,Y
1,1,2,0,0,436425,375000.0,9000.0,360.0,1.0,0,Y
1,1,1,1,0,188250,148725.0,10500.0,180.0,1.0,2,N
1,0,0,0,0,222375,427575.0,11625.0,60.0,1.0,2,Y
1,1,2,0,2,468750,97500.0,8100.0,360.0,1.0,0,Y
1,1,0,1,0,255450,331275.0,9225.0,360.0,1.0,1,Y
1,0,0,0,2,453750,324975.0,9000.0,180.0,1.0,2,N
1,1,2,0,0,727725,0.0,8400.0,360.0,1.0,2,Y
1,1,1,1,0,495600,0.0,10275.0,180.0,1.0,2,Y
1,1,1,0,0,216150,138225.0,9225.0,480.0,1.0,1,Y
1,1,0,0,0,135675,140100.0,6750.0,360.0,1.0,2,Y
1,1,0,1,0,125100,291750.0,15075.0,360.0,0.0,1,N
0,0,2,0,0,257025,0.0,10350.0,360.0,1.0,2,N
1,0,0,1,2,193725,162525.0,7800.0,360.0,1.0,0,Y
1,1,1,1,0,199575,532575.0,20925.0,180.0,1.0,1,Y
1,0,0,0,2,1218750,0.0,14400.0,360.0,0.0,2,N
0,0,3,0,0,231225,0.0,19125.0,360.0,1.0,0,Y
1,0,0,1,0,453375,0.0,8625.0,360.0,0.0,0,N
1,1,3,0,0,393750,0.0,7050.0,360.0,1.0,2,N
1,1,0,0,0,1101225,157500.0,22800.0,360.0,1.0,0,N
1,1,3,1,0,369825,0.0,9600.0,360.0,1.0,1,N
1,1,1,0,0,456225,318750.0,24750.0,360.0,1.0,2,Y
1,0,0,0,0,154500,165675.0,10050.0,360.0,1.0,1,Y
0,0,1,0,0,261075,0.0,11625.0,36.0,1.0,1,N
0,0,0,0,0,540000,0.0,9000.0,360.0,1.0,0,Y
1,0,0,0,2,387450,0.0,9600.0,360.0,1.0,1,Y
1,0,0,0,0,307125,258525.0,11325.0,360.0,1.0,0,Y
1,1,2,0,0,353100,104025.0,11250.0,360.0,1.0,1,Y
1,1,3,0,0,324975,135825.0,12000.0,360.0,0.0,2,Y
0,0,0,0,1,256350,0.0,10125.0,360.0,1.0,0,N
0,0,1,0,0,215700,117000.0,6750.0,360.0,1.0,2,Y
0,0,0,0,0,242775,0.0,2250.0,360.0,1.0,2,Y
1,1,0,0,0,835950,0.0,10200.0,360.0,1.0,2,Y
1,0,0,0,0,212475,139275.0,9450.0,360.0,1.0,0,Y
1,1,0,0,0,196500,166725.0,11250.0,360.0,1.0,1,Y
1,1,2,0,0,292500,0.0,6750.0,360.0,1.0,1,Y
1,1,1,0,0,206250,138150.0,8625.0,360.0,1.0,1,Y
1,1,0,0,0,299475,245550.0,15525.0,360.0,1.0,1,Y
1,1,0,0,0,232725,97500.0,6000.0,360.0,1.0,2,Y
1,1,0,0,0,1093725,0.0,32700.0,360.0,1.0,1,Y
0,1,0,1,0,307500,0.0,9300.0,360.0,1.0,0,Y
1,0,1,1,2,303975,181950.0,11850.0,360.0,0.0,2,N
1,1,0,0,0,294525,60000.0,8400.0,360.0,1.0,1,Y
1,1,2,0,0,172575,73934.99908499997,5850.0,180.0,1.0,2,Y
0,0,0,0,0,135825,124950.0,4050.0,360.0,1.0,2,Y
1,1,0,0,0,1550025,0.0,10980.912162162162,360.0,1.0,0,N
1,0,0,0,0,236850,228975.0,6675.0,360.0,1.0,0,Y
0,0,0,0,2,195000,128775.0,7425.0,300.0,1.0,1,N
1,1,0,0,0,277800,150000.0,9000.0,360.0,1.0,0,Y
0,0,0,0,0,309300,0.0,8625.0,360.0,1.0,1,Y
1,0,0,0,0,713100,0.0,14025.0,360.0,1.0,0,Y
1,1,0,0,0,230625,181200.0,10425.0,360.0,1.0,0,Y
1,1,2,0,0,330000,0.0,9525.0,360.0,0.0,1,N
1,1,2,0,0,236475,117000.0,10050.0,360.0,1.0,2,Y
0,0,0,0,0,406275,0.0,10725.0,480.0,0.0,2,N
1,1,0,0,0,178725,250050.0,12900.0,360.0,1.0,1,Y
1,1,3,0,1,331200,93750.0,8250.0,360.0,1.0,2,Y
1,1,1,0,0,515625,0.0,15000.0,360.0,1.0,1,Y
0,1,1,0,0,349950,0.0,10125.0,360.0,1.0,2,Y
0,0,0,0,0,375000,190575.0,11325.0,480.0,1.0,0,N
1,1,1,0,0,151050,219375.0,8475.0,360.0,1.0,2,N
1,1,0,1,0,135000,220050.0,6975.0,360.0,0.0,2,N
1,1,2,1,0,215625,131250.0,7875.0,360.0,1.0,1,Y
0,0,0,0,0,375000,0.0,9900.0,360.0,1.0,0,Y
1,1,1,0,0,121875,135225.0,7200.0,360.0,1.0,2,Y
1,0,0,0,0,300000,187500.0,10500.0,360.0,1.0,0,Y
